Original Order,'ICD-9-CM CODE','SURGERY FLAG','ICD-9-CM CODE DESCRIPTION',System,Reop/Revision,REVIS,POSTOP,,HCUP SURGERY FLAGS 1=BROAD 2=NARROW
1734,'6411','1',PENILE BIOPSY,Genitourinary,0,,,,
1735,'642 ','2',LOCAL EXCIS PENILE LES,Genitourinary,0,,,,
1736,'643 ','2',AMPUTATION OF PENIS,Genitourinary,0,,,,
1737,'6441','2',SUTURE PENILE LACERATION,Genitourinary,0,,,,
1738,'6442','2',RELEASE OF CHORDEE,Genitourinary,0,,,,
1739,'6443','2',CONSTRUCTION OF PENIS,Genitourinary,0,,,,
1740,'6444','2',RECONSTRUCTION OF PENIS,Genitourinary,0,,,,
1741,'6445','2',REPLANTATION OF PENIS,Genitourinary,0,,,,
1742,'6449','2',PENILE REPAIR NEC,Genitourinary,0,,,,
1743,'645 ','2',SEX TRANSFORMAT OP NEC,Genitourinary,0,,,,
1744,'6491','1',DORSAL/LAT SLIT PREPUCE,Genitourinary,0,,,,
1745,'6492','2',INCISION OF PENIS,Genitourinary,0,,,,
1746,'6493','2',DIVISION OF PENILE ADHES,Genitourinary,0,,,,
1747,'6495','2',INS NONINFL PENIS PROSTH,Genitourinary,0,,,,
1748,'6496','2',REMOVE INT PENILE PROSTH,Genitourinary,0,,,,
1749,'6497','2',INS INFLATE PENIS PROSTH (Begin 1986),Genitourinary,0,,,,
1750,'6498','2',PENILE OPERATION NEC,Genitourinary,0,,,,
1751,'6499','2',MALE GENITAL OP NEC,Genitourinary,0,,,,
1752,'6501','2',LAPAROSC OOPHOROTOMY (Begin 1996),Gynecological,0,,,,
1753,'6509','2',OTHER OOPHOROTOMY (Begin 1996),Gynecological,0,,,,
1754,'6511','1',OVARIAN ASPIRAT BIOPSY,Gynecological,0,,,,
1755,'6512','1',OVARIAN BIOPSY NEC,Gynecological,0,,,,
1756,'6513','1',LAPAR BX OVARY (Begin 1996),Gynecological,0,,,,
1757,'6514','1',OTH LAPAR DX PROCS (Begin 1996),Gynecological,0,,,,
1758,'6519','1',OVARIAN DX PROCEDURE NEC,Gynecological,0,,,,
1759,'6521','2',OVARIAN CYST MARSUPIALIZ,Gynecological,0,,,,
1760,'6522','2',OVARIAN WEDGE RESECTION,Gynecological,0,,,,
1761,'6523','2',LAPAR MARSUP OVARY (Begin 1996),Gynecological,0,,,,
1762,'6524','2',LAPAR WEDGE RESCT OV (Begin 1996),Gynecological,0,,,,
1763,'6525','2',OTH LAPAR EXCIS OV (Begin 1996),Gynecological,0,,,,
1764,'6529','2',LOCAL DESTR OVA LES NEC,Gynecological,0,,,,
1765,'6531','2',LAPARSC OOPHECTOMY UNI (Begin 1996),Gynecological,0,,,,
1766,'6539','2',OTH LAPARSC OOPHECT UNI (Begin 1996),Gynecological,0,,,,
1767,'6541','2',LAPAR SALP OOPH UNI (Begin 1996),Gynecological,0,,,,
1768,'6549','2',OTH SALP OOPH UNI (Begin 1996),Gynecological,0,,,,
1769,'6551','2',REMOVE BOTH OVARIES,Gynecological,0,,,,
1770,'6552','2',REMOVE SOLITARY OVARY,Gynecological,0,,,,
1771,'6553','2',LAPAR BIL OOPH (Begin 1996),Gynecological,0,,,,
1772,'6554','2',LAPAR REMOV REMAIN OV (Begin 1996),Gynecological,0,,,,
1773,'6561','2',REMOVE BOTH TUBES & OVAR,Gynecological,0,,,,
1774,'6562','2',REMOVE SOLITARY TUBE/OVA,Gynecological,0,,,,
1775,'6563','2',LAPAR REMOV SALP OV BIL (Begin 1996),Gynecological,0,,,,
1776,'6564','2',LAPAR REMV SALP OV REM (Begin 1996),Gynecological,0,,,,
1777,'6571','2',SIMPLE SUTURE OF OVARY,Gynecological,0,,,,
1778,'6572','2',OVARIAN REIMPLANTATION,Gynecological,0,,,,
1779,'6573','2',SALPINGOOOPHOROPLASTY,Gynecological,0,,,,
1780,'6574','2',LAPAR SUTURE OV (Begin 1996),Gynecological,0,,,,
1781,'6575','2',LAPAR REIMPLANT OV (Begin 1996),Gynecological,0,,,,
1782,'6576','2',LAPAR SALPOOPHPLASTY (Begin 1996),Gynecological,0,,,,
1783,'6579','2',REPAIR OF OVARY NEC,Gynecological,0,,,,
1784,'6581','2',LAPAR LYSIS ADHES OV (Begin 1996),Gynecological,0,,,,
1785,'6589','2',OTH LYSIS ADHES OV (Begin 1996),Gynecological,0,,,,
1786,'6591','2',ASPIRATION OF OVARY,Gynecological,0,,,,
1787,'6592','2',TRANSPLANTATION OF OVARY,Gynecological,0,,,,
1788,'6593','2',MANUAL RUPT OVARIAN CYST,Gynecological,0,,,,
1789,'6594','2',OVARIAN DENERVATION,Gynecological,0,,,,
1790,'6595','2',OVARIAN TORSION RELEASE,Gynecological,0,,,,
1791,'6599','2',OVARIAN OPERATION NEC,Gynecological,0,,,,
1792,'6601','2',SALPINGOTOMY (Begin 1992),Gynecological,0,,,,
1793,'6602','2',SALPINGOSTOMY (Begin 1992),Gynecological,0,,,,
1794,'6611','1',FALLOPIAN TUBE BIOPSY,Gynecological,0,,,,
1795,'6619','1',FALLOP TUBE DX PROC NEC,Gynecological,0,,,,
1796,'6621','2',BILAT ENDOSC CRUSH TUBE,Gynecological,0,,,,
1797,'6622','2',BILAT ENDOSC DIVIS TUBE,Gynecological,0,,,,
1798,'6629','2',BILAT ENDOS OCC TUBE NEC,Gynecological,0,,,,
1799,'6631','2',BILAT TUBAL CRUSHING NEC,Gynecological,0,,,,
1800,'6632','2',BILAT TUBAL DIVISION NEC,Gynecological,0,,,,
1801,'6639','2',BILAT TUBAL DESTRUCT NEC,Gynecological,0,,,,
1802,'664 ','2',TOTAL UNILAT SALPINGECT,Gynecological,0,,,,
1803,'6651','2',REMOVE BOTH FALLOP TUBES,Gynecological,0,,,,
1804,'6652','2',REMOVE SOLITARY FAL TUBE,Gynecological,0,,,,
1805,'6661','2',DESTROY FALLOP TUBE LES,Gynecological,0,,,,
1806,'6662','2',REMOV TUBE & ECTOP PREG,Gynecological,0,,,,
1807,'6663','2',BILAT PART SALPINGEC NOS,Gynecological,0,,,,
1808,'6669','2',PARTIAL SALPINGECTOM NEC,Gynecological,0,,,,
1809,'6671','2',SIMPL SUTURE FALLOP TUBE,Gynecological,0,,,,
1810,'6672','2',SALPINGOOOPHOROSTOMY,Gynecological,0,,,,
1811,'6673','2',SALPINGOSALPINGOSTOMY,Gynecological,0,,,,
1812,'6674','2',SALPINGOUTEROSTOMY,Gynecological,0,,,,
1813,'6679','2',FALLOP TUBE REPAIR NEC,Gynecological,0,,,,
1814,'668 ','1',FALLOPIAN TUBE INSUFFLAT,Gynecological,0,,,,
1815,'6691','1',FALLOPIAN TUBE ASPIRAT,Gynecological,0,,,,
1816,'6692','2',UNILAT FALLOP TUBE DESTR,Gynecological,0,,,,
1817,'6693','2',IMPL FALLOP TUBE PROSTH,Gynecological,0,,,,
1818,'6694','2',REMOV FALLOP TUBE PROSTH,Gynecological,0,,,,
1819,'6695','2',BLOW THERAPEUT INTO TUBE,Gynecological,0,,,,
1820,'6696','2',FALLOPIAN TUBE DILATION,Gynecological,0,,,,
1821,'6697','2',BURY FIMBRIAE IN UTERUS,Gynecological,0,,,,
1822,'6699','2',FALLOPIAN TUBE OP NEC,Gynecological,0,,,,
1823,'6711','1',ENDOCERVICAL BIOPSY,Gynecological,0,,,,
1824,'6712','1',CERVICAL BIOPSY NEC,Gynecological,0,,,,
1825,'6719','1',CERVICAL DX PROCEDUR NEC,Gynecological,0,,,,
1826,'672 ','2',CONIZATION OF CERVIX,Gynecological,0,,,,
1827,'6731','2',CERVICAL CYST MARSUPIAL,Gynecological,0,,,,
1828,'6732','2',CERVICAL LES CAUTERIZAT,Gynecological,0,,,,
1829,'6733','2',CERVICAL LES CRYOTHERAPY,Gynecological,0,,,,
1830,'6739','2',CERVICAL LES DESTRUC NEC,Gynecological,0,,,,
1831,'674 ','2',AMPUTATION OF CERVIX,Gynecological,0,,,,
1832,'6751','2',TRANSABDOMINAL CERCLAGE OF C (Begin 2001),Gynecological,0,,,,
1833,'6759','2',OTHER REPAIR OF INT CERVICAL (Begin 2001),Gynecological,0,,,,
1834,'6761','2',SUTURE CERVICAL LACERAT,Gynecological,0,,,,
1835,'6762','2',CERVICAL FISTULA REPAIR,Gynecological,0,,,,
1836,'6769','2',CERVICAL REPAIR NEC,Gynecological,0,,,,
1837,'680 ','2',HYSTEROTOMY,Gynecological,0,,,,
1838,'6813','1',OPEN UTERINE BIOPSY,Gynecological,0,,,,
1839,'6814','1',OPEN UTERINE LIGAMENT BX,Gynecological,0,,,,
1840,'6815','1',CLOS UTERINE LIGAMENT BX (Begin 1987),Gynecological,0,,,,
1841,'6816','1',CLOSED UTERINE BIOPSY (Begin 1987),Gynecological,0,,,,
1842,'6819','1',UTERUS/ADNEX DX PROC NEC,Gynecological,0,,,,
1843,'6821','2',ENDOMET SYNECHIAE DIVIS,Gynecological,0,,,,
1844,'6822','2',INCISION UTERINE SEPTUM,Gynecological,0,,,,
1845,'6823','2',ENDOMETRIAL ABLATION (Begin 1996),Gynecological,0,,,,
1846,'6824','2',UTERINE ART EMB W COILS (Begin 2011),Gynecological,0,,,,
1847,'6825','2',UTERINE ART EMB W/O COIL (Begin 2011),Gynecological,0,,,,
1848,'6829','2',UTERINE LES DESTRUCT NEC,Gynecological,0,,,,
1849,'6831','2',LAPAROSCOPIC SUPRACERVICAL H (Begin 2003),Gynecological,0,,,,
1850,'6839','2',OTHER SUBTOTAL ABDOMINAL HYS (Begin 2003),Gynecological,0,,,,
1851,'684 ','2',TOTAL ABD HYSTERECTOMY,Gynecological,0,,,,
1852,'6841','2',LAP TOTAL ABDOMINAL HYST (Begin 2006),Gynecological,0,,,,
1853,'6849','2',TOTAL ABD HYST NEC/NOS   (Begin 2006),Gynecological,0,,,,
1854,'6851','2',LAPAR ASSIST VAG HYS (Begin 1996),Gynecological,0,,,,
1855,'6859','2',OTH VAG HYS (Begin 1996),Gynecological,0,,,,
1856,'686 ','2',RADICAL ABD HYSTERECTOMY,Gynecological,0,,,,
1857,'6861','2',LAP RADICAL ABDOMNL HYST (Begin 2006),Gynecological,0,,,,
1858,'6869','2',RADICAL ABD HYST NEC/NOS (Begin 2006),Gynecological,0,,,,
1859,'687 ','2',RADICAL VAG HYSTERECTOMY,Gynecological,0,,,,
1860,'6871','2',LAP RADICAL VAGINAL HYST (Begin 2006),Gynecological,0,,,,
1861,'6879','2',RADICAL VAG HYST NEC/NOS (Begin 2006),Gynecological,0,,,,
1862,'688 ','2',PELVIC EVISCERATION,Gynecological,0,,,,
1863,'689 ','2',OTHER UNSPEC HYSTERECTOMY (Begin 1992),Gynecological,0,,,,
1864,'6901','2',D & C FOR PREG TERMINAT,Gynecological,0,,,,
1865,'6902','2',D & C POST DELIVERY,Gynecological,0,,,,
1866,'6909','1',D & C NEC,Gynecological,0,,,,
1867,'6919','2',DESTRUC UTER SUPPORT NEC,Gynecological,0,,,,
1868,'6921','2',INTERPOSIT OP UTERIN LIG,Gynecological,0,,,,
1869,'6922','2',UTERINE SUSPENSION NEC,Gynecological,0,,,,
1870,'6923','2',VAG REPAIR INVERS UTERUS,Gynecological,0,,,,
1871,'6929','2',UTERUS/ADNEXA REPAIR NEC,Gynecological,0,,,,
1872,'693 ','2',PARACERV UTERINE DENERV,Gynecological,0,,,,
1873,'6941','2',SUTURE UTERINE LACERAT,Gynecological,0,,,,
1874,'6942','2',CLOSURE UTERINE FISTULA,Gynecological,0,,,,
1875,'6949','2',UTERINE REPAIR NEC,Gynecological,0,,,,
1876,'6951','2',ASPIRAT CURETPREG TERMI,Gynecological,0,,,,
1877,'6952','2',ASPIRAT CURETPOST DELIV,Gynecological,0,,,,
1878,'6959','1',ASPIR CURETT UTERUS NEC,Gynecological,0,,,,
1879,'6995','2',INCISION OF CERVIX,Gynecological,0,,,,
1880,'6997','2',REMOVE PENETRAT CERV FB,Gynecological,0,,,,
1881,'6998','2',UTERINE SUPPORT OP NEC,Gynecological,0,,,,
1882,'6999','2',UTERINE OPERATION NEC,Gynecological,0,,,,
1883,'7012','2',CULDOTOMY,Gynecological,0,,,,
1884,'7013','2',INTRALUM VAG ADHESIOLYS,Gynecological,0,,,,
1885,'7014','2',VAGINOTOMY NEC,Gynecological,0,,,,
1886,'7023','1',CULDESAC BIOPSY,Gynecological,0,,,,
1887,'7024','1',VAGINAL BIOPSY,Gynecological,0,,,,
1888,'7029','1',VAGIN/CULDESAC DX NEC,Gynecological,0,,,,
1889,'7031','2',HYMENECTOMY,Gynecological,0,,,,
1890,'7032','2',EXCIS CULDESAC LESION,Gynecological,0,,,,
1891,'7033','2',EXCISION VAGINAL LESION,Gynecological,0,,,,
1892,'704 ','2',VAGINAL OBLITERATION,Gynecological,0,,,,
1893,'7050','2',CYSTOCEL/RECTOCEL REPAIR,Gynecological,0,,,,
1894,'7051','2',CYSTOCELE REPAIR,Gynecological,0,,,,
1895,'7052','2',RECTOCELE REPAIR,Gynecological,0,,,,
1896,'7053','2',CYSTO & RECTO W GRF/PROS (Begin 2007),Gynecological,0,,,,
1897,'7054','2',REP CYSTOCEL W GRFT/PROS (Begin 2007),Gynecological,0,,,,
1898,'7055','2',REP RECTOCELE W GRF/PROS (Begin 2007),Gynecological,0,,,,
1899,'7061','2',VAGINAL CONSTRUCTION,Gynecological,0,,,,
1900,'7062','2',VAGINAL RECONSTRUCTION,Gynecological,0,,,,
1901,'7063','2',VAGINAL CONST W GRF/PROS (Begin 2007),Gynecological,0,,,,
1902,'7064','2',VAG RECONST W GRFT/PROS (Begin 2007),Gynecological,0,,,,
1903,'7071','2',SUTURE VAGINA LACERATION,Gynecological,0,,,,
1904,'7072','2',REPAIR COLOVAGIN FISTULA,Gynecological,0,,,,
1905,'7073','2',REPAIR RECTOVAG FISTULA,Gynecological,0,,,,
1906,'7074','2',REP VAGINOENT FISTUL NEC,Gynecological,0,,,,
1907,'7075','2',REPAIR VAG FISTULA NEC,Gynecological,0,,,,
1908,'7076','2',HYMENORRHAPHY,Gynecological,0,,,,
1909,'7077','2',VAGINAL SUSPENS & FIXAT,Gynecological,0,,,,
1910,'7078','2',VAG SUSP/FIX W GRFT/PROS (Begin 2007),Gynecological,0,,,,
1911,'7079','2',VAGINAL REPAIR NEC,Gynecological,0,,,,
1912,'708 ','2',VAGINAL VAULT OBLITERAT,Gynecological,0,,,,
1913,'7091','2',VAGINAL OPERATION NEC,Gynecological,0,,,,
1914,'7092','2',CULDESAC OPERATION NEC,Gynecological,0,,,,
1915,'7093','2',CUL-DE-SAC GRF/PROS NEC (Begin 2007),Gynecological,0,,,,
1916,'7101','2',VULVAR ADHESIOLYSIS,Gynecological,0,,,,
1917,'7109','2',INCIS VULVA/PERINEUM NEC,Gynecological,0,,,,
1918,'7111','1',VULVAR BIOPSY,Gynecological,0,,,,
1919,'7119','1',VULVAR DIAGNOS PROC NEC,Gynecological,0,,,,
1920,'7122','2',INCISE BARTHOLIN,Gynecological,0,,,,
1921,'7123','2',BARTHOLIN GLAND MARSUP,Gynecological,0,,,,
1922,'7124','2',DESTRUC BARTHOLIN GLAND,Gynecological,0,,,,
1923,'7129','2',BARTHOLIN,Gynecological,0,,,,
1924,'713 ','2',LOCAL VULVAR EXCIS NEC,Gynecological,0,,,,
1925,'714 ','2',OPERATIONS ON CLITORIS,Gynecological,0,,,,
1926,'715 ','2',RADICAL VULVECTOMY,Gynecological,0,,,,
1927,'7161','2',UNILATERAL VULVECTOMY,Gynecological,0,,,,
1928,'7162','2',BILATERAL VULVECTOMY,Gynecological,0,,,,
1929,'7171','2',SUTURE VULVAR LACERATION,Gynecological,0,,,,
1930,'7172','2',REPAIR VULVAR FISTULA,Gynecological,0,,,,
1931,'7179','2',VULVAR/PERIN REPAIR NEC,Gynecological,0,,,,
1932,'718 ','2',OT VULVAR OPERATIONS,Gynecological,0,,,,
1933,'719 ','2',OT FEMALE GENITAL OPS,Gynecological,0,,,,
1934,'721 ','1',LOW FORCEPS W EPISIOTOMY,Gynecological,0,,,,
1935,'7221','1',MID FORCEPS W EPISIOTOMY,Gynecological,0,,,,
1936,'7231','1',HIGH FORCEPS W EPISIOT,Gynecological,0,,,,
1937,'7271','1',VACUUM EXT DEL W EPISIOT,Gynecological,0,,,,
1938,'736 ','1',EPISIOTOMY,Gynecological,0,,,,
1939,'7393','1',INCIS CX TO ASSIST DELIV,Gynecological,0,,,,
1940,'7394','2',PUBIOTOMY TO ASSIST DEL,Gynecological,0,,,,
1941,'7399','2',OPS ASSISTING DELIV NEC,Gynecological,0,,,,
1942,'740 ','2',CLASSICAL CSECTION,Gynecological,0,,,,
1943,'741 ','2',LOW CERVICAL CSECTION,Gynecological,0,,,,
1944,'742 ','2',EXTRAPERITONEAL CSECT,Gynecological,0,,,,
1945,'743 ','2',REMOV INTRAPERIT FETUS (Begin 1992),Gynecological,0,,,,
1946,'744 ','2',CESAREAN SECTION NEC,Gynecological,0,,,,
1947,'7491','2',HYSTEROTOMY TO TERMIN PG,Gynecological,0,,,,
1948,'7499','2',CESAREAN SECTION NOS,Gynecological,0,,,,
1949,'7536','2',CORRECTION FETAL DEFECT,Gynecological,0,,,,
1950,'7550','2',REPAIR OB LAC UTERUS NOS,Gynecological,0,,,,
1951,'7551','2',REPAIR OB LACERAT CERVIX,Gynecological,0,,,,
1952,'7552','2',REPAIR OB LAC CORP UTERI,Gynecological,0,,,,
1953,'7561','2',REPAIR OB LAC BLAD/URETH,Gynecological,0,,,,
1954,'7562','1',REPAIR OB LAC RECT/ANUS,Gynecological,0,,,,
1955,'7569','1',REPAIR OB LACERATION NEC,Gynecological,0,,,,
1956,'7593','2',SURG CORR INVERT UTERUS,Gynecological,0,,,,
1957,'7599','2',OBSTETRIC OPERATION NEC,Gynecological,0,,,,
1958,'7601','2',FACIAL BONE SEQUESTRECT,ENT,0,,,,
1959,'7609','2',FACIAL BONE INCISION NEC,ENT,0,,,,
1960,'7611','1',FACIAL BONE BIOPSY,ENT,0,,,,
1961,'7619','1',FACIAL BONE DX PROC NEC,ENT,0,,,,
1962,'762 ','2',DESTRUCT FACIAL BONE LES,ENT,0,,,,
1963,'7631','2',PARTIAL MANDIBULECTOMY,ENT,0,,,,
1964,'7639','2',PART FACIAL OSTECTOM NEC,ENT,0,,,,
1965,'7641','2',TOT MANDIBULEC W RECONST,ENT,0,,,,
1966,'7642','2',TOTAL MANDIBULECTOMY NEC,ENT,0,,,,
1967,'7643','2',MANDIBULAR RECONST NEC,ENT,0,,,,
1968,'7644','2',TOT FACE OSTECT W RECONS,ENT,0,,,,
1969,'7645','2',TOT FACE BONE OSTECT NEC,ENT,0,,,,
1970,'7646','2',FACIAL BONE RECONSTR NEC,ENT,0,,,,
1971,'765 ','2',TEMPOROMAND ARTHROPLASTY,ENT,0,,,,
1972,'7661','2',CL OSTEOPLASTY MAND RAMI,ENT,0,,,,
1973,'7662','2',OPEN OSTEOPLAS MAND RAMI,ENT,0,,,,
1974,'7663','2',OSTEOPLASTY MANDIBLE BDY,ENT,0,,,,
1975,'7664','2',MAND ORTHOGNATHIC OP NEC,ENT,0,,,,
1976,'7665','2',SEG OSTEOPLASTY MAXILLA,ENT,0,,,,
1977,'7666','2',TOT OSTEOPLASTY MAXILLA,ENT,0,,,,
1978,'7667','2',REDUCTION GENIOPLASTY,ENT,0,,,,
1979,'7668','2',AUGMENTATION GENIOPLASTY,ENT,0,,,,
1980,'7669','2',FACIAL BONE REPAIR NEC,ENT,0,,,,
1981,'7670','2',REDUCTION FACIAL FX NOS,ENT,0,,,,
1982,'7672','2',OPN REDUCT MALAR/ZYGO FX,ENT,0,,,,
1983,'7674','2',OPEN REDUCT MAXILLARY FX,ENT,0,,,,
1984,'7676','2',OPEN REDUCT MANDIBLE FX,ENT,0,,,,
1985,'7677','2',OPEN REDUCT ALVEOLAR FX,ENT,0,,,,
1986,'7679','2',OPEN REDUCT FACE FX NEC,ENT,0,,,,
1987,'7691','2',BONE GRAFT TO FACE BONE,ENT,0,,,,
1988,'7692','2',SYN IMPLANT TO FACE BONE,ENT,0,,,,
1989,'7694','2',OPEN REDUCT TM DISLOCAT,ENT,0,,,,
1990,'7697','2',REMOVE INT FIX FACE BONE,ENT,0,,,,
1991,'7699','2',FACIAL BONE/JNT OP NEC,ENT,0,,,,
1992,'7700','2',SEQUESTRECTOMY NOS,Musculoskeletal,0,,,,
1993,'7701','2',CHEST CAGE SEQUESTREC,Musculoskeletal,0,,,,
1994,'7702','2',HUMERUS SEQUESTRECTOMY,Musculoskeletal,0,,,,
1995,'7703','2',RADIUS & ULNA SEQUESTREC,Musculoskeletal,0,,,,
1996,'7704','2',METACARP/CARP SEQUESTREC,Musculoskeletal,0,,,,
1997,'7705','2',FEMORAL SEQUESTRECTOMY,Musculoskeletal,0,,,,
1998,'7706','2',PATELLAR SEQUESTRECTOMY,Musculoskeletal,0,,,,
1999,'7707','2',TIBIA/FIBULA SEQUESTREC,Musculoskeletal,0,,,,
2000,'7708','2',METATAR/TAR SEQUESTREC,Musculoskeletal,0,,,,
2001,'7709','2',SEQUESTRECTOMY NEC,Musculoskeletal,0,,,,
2002,'7710','2',OTHER BONE INCISION NOS,Musculoskeletal,0,,,,
2003,'7711','2',OTHER CHEST CAGE INCIS,Musculoskeletal,0,,,,
2004,'7712','2',OTHER HUMERUS INCISION,Musculoskeletal,0,,,,
2005,'7713','2',OTHER RADIUS/ULNA INCIS,Musculoskeletal,0,,,,
2006,'7714','2',OTH METACARP/CARP INCIS,Musculoskeletal,0,,,,
2007,'7715','2',OTHER FEMORAL INCISION,Musculoskeletal,0,,,,
2008,'7716','2',OTHER PATELLAR INCISION,Musculoskeletal,0,,,,
2009,'7717','2',OTHER TIBIA/FIBULA INCIS,Musculoskeletal,0,,,,
2010,'7718','2',OTH METATARS/TARS INCIS,Musculoskeletal,0,,,,
2011,'7719','2',BONE INCIS W/O DIV NEC,Musculoskeletal,0,,,,
2012,'7720','2',WEDGE OSTEOTOMY NOS,Musculoskeletal,0,,,,
2013,'7721','2',CHEST CAGE WEDG OSTEOTOM,Musculoskeletal,0,,,,
2014,'7722','2',HUMERUS WEDGE OSTEOTOMY,Musculoskeletal,0,,,,
2015,'7723','2',RADIUS/ULNA WEDG OSTEOTO,Musculoskeletal,0,,,,
2016,'7724','2',METACAR/CAR WEDG OSTEOTO,Musculoskeletal,0,,,,
2017,'7725','2',FEMORAL WEDGE OSTEOTOMY,Musculoskeletal,0,,,,
2018,'7726','2',PATELLAR WEDGE OSTEOTOMY,Musculoskeletal,0,,,,
2019,'7727','2',TIBIA/FIBUL WEDG OSTEOT,Musculoskeletal,0,,,,
2020,'7728','2',METATAR/TAR WEDG OSTEOT,Musculoskeletal,0,,,,
2021,'7729','2',WEDGE OSTEOTOMY NEC,Musculoskeletal,0,,,,
2022,'7730','2',OTHER BONE DIVISION NOS,Musculoskeletal,0,,,,
2023,'7731','2',CHEST CAGE BONE DIV NEC,Musculoskeletal,0,,,,
2024,'7732','2',HUMERUS DIVISION NEC,Musculoskeletal,0,,,,
2025,'7733','2',RADIUS/ULNA DIVISION NEC,Musculoskeletal,0,,,,
2026,'7734','2',METACAR/CAR DIVISION NEC,Musculoskeletal,0,,,,
2027,'7735','2',FEMORAL DIVISION NEC,Musculoskeletal,0,,,,
2028,'7736','2',PATELLAR DIVISION NEC,Musculoskeletal,0,,,,
2029,'7737','2',TIBIA/FIBULA DIV NEC,Musculoskeletal,0,,,,
2030,'7738','2',METATAR/TAR DIVISION NEC,Musculoskeletal,0,,,,
2031,'7739','2',BONE DIVISION NEC,Musculoskeletal,0,,,,
2032,'7740','1',BONE BIOPSY NOS,Musculoskeletal,0,,,,
2033,'7741','1',CHEST CAGE BONE BIOPSY,Musculoskeletal,0,,,,
2034,'7742','1',HUMERUS BIOPSY,Musculoskeletal,0,,,,
2035,'7743','1',RADIUS & ULNA BIOPSY,Musculoskeletal,0,,,,
2036,'7744','1',METACARPAL/CARPAL BIOPSY,Musculoskeletal,0,,,,
2037,'7745','1',FEMORAL BIOPSY,Musculoskeletal,0,,,,
2038,'7746','1',PATELLAR BIOPSY,Musculoskeletal,0,,,,
2039,'7747','1',TIBIA & FIBULA BIOPSY,Musculoskeletal,0,,,,
2040,'7748','1',METATARSAL/TARSAL BIOPSY,Musculoskeletal,0,,,,
2041,'7749','1',BONE BIOPSY NEC,Musculoskeletal,0,,,,
2042,'7751','2',BUNIONECT/SFT/OSTEOTOMY,Musculoskeletal,0,,,,
2043,'7752','2',BUNIONECT/SFT/ARTHRODES,Musculoskeletal,0,,,,
2044,'7753','2',OTH BUNIONECT,Musculoskeletal,0,,,,
2045,'7754','2',EXC (CORRECT) BUNIONETTE (Begin 1980),Musculoskeletal,0,,,,
2046,'7756','2',REPAIR OF HAMMER TOE (Begin 1989),Musculoskeletal,0,,,,
2047,'7757','2',REPAIR OF CLAW TOE (Begin 1989),Musculoskeletal,0,,,,
2048,'7758','2',OTH EXC FUS REPAIR TOE (Begin 1989),Musculoskeletal,0,,,,
2049,'7759','2',BUNIONECTOMY NEC,Musculoskeletal,0,,,,
2050,'7760','2',LOC EXC BONE LESION NOS,Musculoskeletal,0,,,,
2051,'7761','2',EXC CHEST CAGE BONE LES,Musculoskeletal,0,,,,
2052,'7762','2',LOC EXC BONE LES HUMERUS,Musculoskeletal,0,,,,
2053,'7763','2',LOC EXC LES RADIUS/ULNA,Musculoskeletal,0,,,,
2054,'7764','2',LOC EXC LES METACAR/CAR,Musculoskeletal,0,,,,
2055,'7765','2',LOC EXC BONE LES FEMUR,Musculoskeletal,0,,,,
2056,'7766','2',LOC EXC BONE LES PATELLA,Musculoskeletal,0,,,,
2057,'7767','2',LOC EXC LES TIBIA/FIBULA,Musculoskeletal,0,,,,
2058,'7768','2',LOC EXC LES METATAR/TAR,Musculoskeletal,0,,,,
2059,'7769','2',LOC EXC BONE LESION NEC,Musculoskeletal,0,,,,
2060,'7770','2',EXCISE BONE FOR GRFT NOS,Musculoskeletal,0,,,,
2061,'7771','2',EX CHEST CAGE BONEGFT,Musculoskeletal,0,,,,
2062,'7772','2',EXCISE HUMERUS FOR GRAFT,Musculoskeletal,0,,,,
2063,'7773','2',EXCIS RADIUS/ULNAGRAFT,Musculoskeletal,0,,,,
2064,'7774','2',EXCIS METACAR/CARGRAFT,Musculoskeletal,0,,,,
2065,'7775','2',EXCISE FEMUR FOR GRAFT,Musculoskeletal,0,,,,
2066,'7776','2',EXCISE PATELLA FOR GRAFT,Musculoskeletal,0,,,,
2067,'7777','2',EXCISE TIB/FIB FOR GRAFT,Musculoskeletal,0,,,,
2068,'7778','2',EXCIS METATAR/TARGRAFT,Musculoskeletal,0,,,,
2069,'7779','2',EXCISE BONE FOR GFT NEC,Musculoskeletal,0,,,,
2070,'7780','2',OTH PART OSTECTOMY NOS,Musculoskeletal,0,,,,
2071,'7781','2',OTH CHEST CAGE OSTECTOMY,Musculoskeletal,0,,,,
2072,'7782','2',PARTIAL HUMERECTOMY NEC,Musculoskeletal,0,,,,
2073,'7783','2',PART OSTECTRADIUS/ULNA,Musculoskeletal,0,,,,
2074,'7784','2',PART OSTECTMETACAR/CAR,Musculoskeletal,0,,,,
2075,'7785','2',PART OSTECTOMYFEMUR,Musculoskeletal,0,,,,
2076,'7786','2',PARTIAL PATELLECTOMY,Musculoskeletal,0,,,,
2077,'7787','2',PART OSTECTTIBIA/FIBULA,Musculoskeletal,0,,,,
2078,'7788','2',PART OSTECTMETATAR/TAR,Musculoskeletal,0,,,,
2079,'7789','2',PARTIAL OSTECTOMY NEC,Musculoskeletal,0,,,,
2080,'7790','2',TOTAL OSTECTOMY NOS,Musculoskeletal,0,,,,
2081,'7791','2',TOT CHEST CAGE OSTECTOMY,Musculoskeletal,0,,,,
